id,ib_var_1,ib_var_2,ib_var_3,ib_var_4,ib_var_5,ib_var_6,ib_var_7,ib_var_8,ib_var_9,ib_var_10,ib_var_11,ib_var_12,ib_var_13,ib_var_14,ib_var_15,ib_var_16,ib_var_17,ib_var_18,ib_var_19,ib_var_20,ib_var_21,icn_var_22,icn_var_23,icn_var_24,ico_var_25,ico_var_26,ico_var_27,ico_var_28,ico_var_29,ico_var_30,ico_var_31,ico_var_32,ico_var_33,ico_var_34,ico_var_35,ico_var_36,ico_var_37,ico_var_38,ico_var_39,ico_var_40,ico_var_41,ico_var_42,ico_var_43,ico_var_44,ico_var_45,ico_var_46,ico_var_47,ico_var_48,ico_var_49,ico_var_50,ico_var_51,ico_var_52,ico_var_53,ico_var_54,ico_var_55,ico_var_56,ico_var_57,ico_var_58,ico_var_59,ico_var_60,ico_var_61,ico_var_62,ico_var_63,ico_var_64,if_var_65,if_var_66,if_var_67,if_var_68,if_var_69,if_var_70,if_var_71,if_var_72,if_var_73,if_var_74,if_var_75,if_var_76,if_var_77,if_var_78,if_var_79,if_var_80,if_var_81
1818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,3,2,3,4,3,4,4,3,4,4,1,9,15,1,4,4,2,3,2,3,4,4,2,4,2,5,2,2,2,4,3,4,2,3,2,3,2,2,2,4,3,1,46,100,8,8738,4048,1,1,1,0.725000024,3,7,6,0.600000024,21.9268,5060,0.699999988,0
1819,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,,2,1,5,5,5,5,5,5,1,5,1,7,23,1,5,1,5,5,1,5,5,5,2,5,5,5,1,1,1,5,3,5,2,3,1,5,1,5,3,5,1,1,40,100,13,1518,506,1,10,2,0.899999976,3,7,5,0.733333349,13.7805,3036,0.899999976,2
1820,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,3,1,3,4,4,4,3,4,4,3,18,13,23,1,2,4,2,3,3,3,4,4,2,4,2,4,2,2,2,3,2,4,2,2,2,4,3,2,2,3,4,2,41,100,10,8738,34512.5,1,4,6,0.725000024,1,10,6,0.566666663,17.6585,15180,0.666666687,2
1821,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,1,1,4,5,4,3,3,4,4,4,2,12,22,1,4,5,5,3,5,3,3,3,2,4,3,3,2,2,3,4,2,3,2,1,2,4,2,2,2,4,2,1,43,100,4,1821.599976,34512.5,1,3,4,0.774999976,0,7,5,0.833333313,13.439,5060,0.600000024,4
1822,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,4,1,1,4,2,3,5,4,4,4,3,5,16,23,1,4,4,1,3,2,1,4,3,1,5,2,3,2,2,1,5,1,2,2,2,3,2,3,5,3,1,3,5,42,100,8,1012,1619.199951,1,1,1,0.725000024,4,5,5,0.5,2.2195,3036,0.600000024,3
1823,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,1,2,3,5,3,4,3,3,5,3,12,14,12,1,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1,3,3,3,3,3,2,3,3,3,1,1,3,34,100,6,506,5060,1,6,7,0.725000024,0,9,11,0.600000024,2.878,5060,0.466666669,1
1824,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,3,3,4,13,5,22,1,2,2,2,2,2,3,3,4,2,3,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,3,3,38,100,15,1214.400024,4554,1,3,5,0.75,0,12,14,0.433333337,3.6829,2024,0.566666663,3
1825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,5,4,4,3,4,4,4,1,11,12,1,2,4,2,3,2,3,4,4,2,4,3,5,2,2,3,4,2,3,2,3,2,4,3,2,2,2,1,2,35,100,7,8738,10120,2,4,6,0.800000012,0,6,6,0.533333361,11.8049,5060,0.733333349,3
1826,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,1,3,5,5,5,5,5,4,5,5,7,12,23,5,5,3,4,5,5,4,5,5,2,5,4,5,1,1,2,3,2,5,1,1,1,5,1,3,1,5,4,2,29,100,2,809.5999756,3036,1,6,7,0.975000024,0,6,4,0.866666675,15.6341,3036,0.866666675,1
1827,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,2,5,5,4,5,5,5,5,5,7,7,8,1,4,2,4,1,2,4,5,5,1,5,2,4,1,1,2,4,1,4,3,1,3,2,1,1,1,4,1,1,33,100,8,1214.400024,8096,1,6,6,0.975000024,2,7,7,0.566666663,20.0732,5060,0.733333349,3
1828,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,3,4,4,4,5,11,20,5,2,3,2,3,2,3,4,4,3,3,4,3,2,3,3,3,3,3,2,3,3,4,2,2,2,2,2,3,51,100,13,3036,5060,1,3,4,0.774999976,0,7,8,0.5,14.6829,5060,0.699999988,2
1829,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,2,4,4,4,4,3,4,3,4,1,7,12,1,4,3,3,3,3,4,4,3,2,4,2,4,2,2,2,4,3,4,2,3,3,3,3,3,2,4,1,2,33,100,4,101.1999969,2530,1,3,6,0.75,1,9,10,0.666666687,9.8049,2530,0.633333325,2
1830,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,1,1,4,4,3,4,2,3,2,3,2,11,23,7,4,2,2,3,3,3,4,4,2,4,2,4,2,2,2,2,3,2,3,3,3,4,3,2,3,4,3,2,46,100,12,101.1999969,2125.199951,1,5,4,0.625,1,7,7,0.566666663,41.1951,1518,0.666666687,2
1831,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,5,3,4,4,4,4,4,4,4,4,1,7,23,1,3,4,2,2,4,4,4,4,3,4,3,3,2,2,2,4,2,4,2,2,2,4,2,4,2,3,4,2,29,100,2,506,506,2,3,5,0.800000012,0,10,6,0.633333325,8.4146,506,0.699999988,3
1832,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,3,4,4,5,3,4,7,13,23,7,3,3,3,2,3,2,3,3,2,4,1,2,3,1,2,3,2,2,3,1,2,3,3,3,3,3,3,2,48,100,20,2020,2020,1,1,3,0.774999976,0,7,5,0.533333361,1.4878,2525,0.5,2
1833,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,5,4,4,4,4,4,3,3,1,7,14,6,3,3,2,3,3,1,4,5,2,5,2,2,2,1,2,3,2,4,1,2,2,4,2,2,3,2,1,1,28,100,6,505,505,1,1,2,0.774999976,0,10,4,0.5,12.9512,2121,0.666666687,2
1834,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,3,4,4,5,4,4,4,4,5,1,12,23,5,1,3,3,3,3,3,4,4,3,3,1,2,2,2,3,2,2,4,2,2,3,3,2,3,3,2,2,1,35,100,11,404,2424,1,2,1,0.850000024,0,10,10,0.533333361,14.7073,1212,0.566666663,4
1835,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,2,3,3,2,4,5,3,3,5,8,8,12,8,3,4,2,2,1,4,2,4,3,4,4,2,3,3,1,3,4,2,2,3,1,1,4,2,1,1,2,2,26,100,5,505,606,3,4,1,0.699999988,3,4,7,0.533333361,2.439,2525,0.633333325,1
1836,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,2,1,2,4,4,4,4,4,4,4,4,1,9,8,1,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36,100,2,3131,505,1,4,5,0.800000012,0,19,19,0.400000006,2.7805,3535,0.600000024,3
1837,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,,1,2,4,4,3,2,3,4,2,4,5,12,7,1,5,2,3,2,4,1,5,5,2,5,4,5,2,2,2,2,3,3,3,4,2,4,3,1,3,4,1,2,30,100,2,505,4545,1,3,4,0.649999976,2,1,6,0.566666663,12.3902,5050,0.866666675,2
1838,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,3,5,5,5,5,3,3,1,3,1,9,23,11,3,3,1,1,5,3,5,5,1,5,5,5,1,1,1,5,1,5,1,1,1,5,3,1,3,3,1,1,41,100,15,1515,10100,2,1,4,0.75,0,9,7,0.533333361,7.9268,2020,0.866666675,4
1839,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,4,4,4,9,7,23,1,2,2,2,2,2,2,4,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,100,10,303,12120,1,3,4,0.800000012,0,17,17,0.400000006,1.7317,5050,0.633333325,4
1840,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,2,1,1,3,3,3,3,3,3,3,3,1,12,10,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,33,100,4,606,9090,1,4,3,0.600000024,0,17,19,0.600000024,3.2439,6060,0.633333325,3
1841,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,5,5,4,4,4,4,4,4,9,7,17,1,4,3,2,2,2,2,4,4,2,5,2,4,1,1,2,4,3,4,2,2,2,4,2,2,2,4,3,2,28,100,10,505,34512.5,1,3,5,0.850000024,2,10,5,0.5,11.6341,2020,0.699999988,2
1842,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,3,2,1,4,4,3,3,5,5,4,4,12,23,9,1,1,1,1,1,2,2,5,4,2,4,1,2,1,3,1,2,2,2,3,2,1,1,1,3,1,2,1,1,46,100,17,1515,2020,1,1,1,0.800000012,0,11,6,0.266666681,2.5854,1212,0.600000024,0
1843,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,3,3,4,4,4,4,3,3,4,5,13,11,5,4,3,4,3,3,3,4,3,3,4,3,3,2,2,2,4,2,4,3,3,3,3,3,2,2,4,2,3,34,100,5,8738,25250,1,6,1,0.725000024,0,9,9,0.666666687,6.122,3030,0.666666687,2
1844,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,5,5,4,5,3,3,1,4,1,9,23,1,5,5,3,3,3,5,3,5,1,5,5,5,2,1,3,2,1,5,2,3,1,4,3,1,1,1,4,1,34,100,2,202,1010,1,4,2,0.75,0,7,3,0.800000012,11.1707,505,0.800000012,3
1845,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,4,4,4,9,5,23,6,2,2,2,2,2,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,33,100,11,202,9494,1,2,2,0.800000012,0,18,17,0.400000006,1.8537,1212,0.566666663,2
1846,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,3,1,2,3,3,3,3,3,3,3,3,1,7,11,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,100,5,1010,3030,1,2,3,0.600000024,0,19,19,0.600000024,3.0244,2020,0.600000024,3
1847,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,2,1,1,4,4,4,4,4,4,4,4,7,12,23,7,5,4,4,1,4,4,5,4,4,5,2,4,2,2,3,3,3,4,2,2,2,4,2,3,2,3,2,2,42,100,17,4040,34512.5,2,4,1,0.800000012,1,9,5,0.733333349,5.0488,10100,0.800000012,2
1848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,5,5,5,4,5,5,4,5,1,5,17,1,4,1,1,2,1,1,4,5,1,4,4,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,3,1,54,100,15,303,3030,1,1,1,0.949999988,3,6,8,0.333333343,9.0488,2020,0.666666687,4
1849,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,3,1,1,4,4,4,5,3,3,3,3,12,12,23,1,4,3,1,4,2,4,5,5,2,5,1,5,2,1,2,3,4,3,3,3,1,4,2,2,3,2,3,2,37,100,5,1818,3030,2,2,4,0.725000024,4,6,5,0.600000024,14.1951,15150,0.766666651,3
1850,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,2,1,3,4,3,4,3,3,3,3,1,14,23,1,4,3,4,3,3,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,3,2,2,3,3,2,47,100,3,505,3030,2,1,2,0.649999976,0,7,7,0.666666687,16.3902,5050,0.699999988,1
1851,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,,1,1,4,4,4,4,4,4,5,5,1,12,17,1,2,2,2,2,1,2,4,4,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,30,100,13,808,5050,1,1,5,0.850000024,0,14,12,0.366666675,1.3902,10100,0.566666663,2
1852,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,2,1,3,4,4,4,4,4,4,4,3,1,19,16,11,3,3,4,3,2,2,4,4,2,4,2,4,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,2,37,100,9,5340.5,5826,1,4,7,0.774999976,1,12,11,0.566666663,14.2683,1942,0.666666687,2
1853,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2,5,5,4,5,4,5,5,4,1,17,23,1,4,4,2,2,4,2,5,4,4,5,4,5,1,1,4,4,3,4,1,2,1,4,1,1,2,4,1,1,44,100,29,707,6060,1,4,2,0.925000012,0,4,6,0.600000024,43.8049,3030,0.899999976,4
1854,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,5,5,4,4,4,5,5,5,1,17,22,1,5,2,2,2,2,5,5,5,2,5,1,2,1,1,1,5,1,3,1,1,2,2,2,3,2,5,5,1,42,100,5,404,30300,1,3,3,0.925000012,2,9,9,0.600000024,10.4878,3030,0.666666687,2
1855,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,,1,1,4,5,4,4,4,4,4,4,12,9,23,7,4,4,2,4,4,4,4,4,2,4,2,4,2,1,2,4,2,4,2,2,2,4,2,1,2,4,2,2,34,100,4,1515,34512.5,1,6,6,0.824999988,1,11,5,0.733333349,9.1951,5050,0.666666687,2
1856,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,3,4,4,4,4,4,4,4,3,1,14,13,3,2,2,3,3,2,4,4,4,2,4,4,4,1,2,2,4,2,4,2,3,2,4,2,2,2,4,2,2,25,100,5,873.9000244,6991.200195,1,7,6,0.774999976,0,12,7,0.533333361,20.122,2913,0.733333349,2
1857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,4,4,4,1,7,22,5,3,2,2,4,3,3,3,4,2,4,2,4,1,3,2,2,3,2,2,3,2,3,2,2,2,3,2,3,49,100,14,505,6060,1,1,3,0.800000012,1,11,7,0.566666663,6.0732,1515,0.633333325,4
1858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,4,1,1,4,4,4,4,4,4,4,4,1,9,22,1,5,1,2,1,5,5,2,5,2,5,3,5,1,2,2,2,3,1,2,5,1,1,2,4,2,4,2,1,40,100,3,1010,6060,2,2,3,0.800000012,4,8,5,0.633333325,21.1707,4040,0.733333349,3
1859,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,,1,1,4,4,4,4,4,3,4,3,1,12,23,1,2,4,3,3,2,2,4,4,2,4,3,2,2,3,2,2,3,2,2,2,2,2,2,1,3,3,2,1,47,100,6,2020,2020,1,1,1,0.75,0,11,7,0.533333361,2.2927,3030,0.633333325,2
1860,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,3,4,4,17,12,23,9,3,4,3,3,4,2,4,4,2,4,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,2,42,100,20,202,1010,3,1,5,0.774999976,0,9,11,0.633333325,9.1707,2525,0.699999988,0
1861,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,3,4,3,2,4,4,3,1,15,20,7,3,3,2,3,3,2,4,5,3,4,3,2,4,4,3,4,3,3,3,3,2,3,3,2,3,2,2,3,36,100,13,4545,5454,1,5,6,0.675000012,0,4,8,0.533333361,18.5122,2020,0.699999988,3
1862,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,1,1,4,4,4,4,4,3,2,4,5,12,9,1,4,4,1,4,2,2,4,4,3,4,3,4,2,2,3,2,4,4,2,4,4,4,2,2,3,4,2,3,38,100,3,1515,34512.5,1,4,5,0.725000024,1,7,7,0.566666663,13.2927,9595,0.733333349,3
1863,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,5,3,4,3,4,1,7,23,7,4,3,2,5,2,3,4,4,2,3,3,2,2,2,2,3,2,4,2,2,2,1,3,2,3,5,2,1,56,100,3,202,505,3,5,4,0.774999976,1,5,5,0.633333325,16.9756,505,0.600000024,4
1864,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,1,3,3,4,4,3,3,3,3,1,5,23,5,3,3,2,3,3,3,3,4,2,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,52,100,21,807.2000122,1009,2,7,6,0.649999976,0,10,10,0.566666663,8.6829,5045,0.633333325,0
1865,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,4,4,4,5,4,4,4,4,2,9,8,1,4,2,2,4,2,2,4,2,4,4,4,4,2,2,2,4,2,4,2,2,2,4,2,2,4,2,2,2,26,100,25,302.7000122,807.2000122,1,1,7,0.824999988,3,11,11,0.533333361,22.122,2522.5,0.733333349,2
1866,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,2,1,1,3,3,3,3,3,3,3,3,1,12,22,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,100,5,605.4000244,0,2,4,1,0.600000024,0,19,19,0.600000024,1.9756,5045,0.600000024,3
1867,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,3,1,2,3,3,3,3,3,3,3,3,1,8,18,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,32,100,5,8738,34512.5,1,2,4,0.600000024,0,19,13,0.600000024,1.561,5045,0.600000024,2
1868,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,4,4,3,4,1,11,23,3,5,4,3,4,3,4,4,5,2,5,4,5,2,2,3,2,2,5,2,2,3,4,2,3,1,2,2,2,47,100,15,1513.5,34512.5,1,5,4,0.774999976,0,6,6,0.766666651,7.8537,4036,0.833333313,3
1869,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,3,1,2,3,3,3,3,3,3,3,3,17,2,9,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,39,100,8,3027,2018,1,6,5,0.600000024,0,19,13,0.600000024,6.3171,2522.5,0.600000024,3
1870,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,1,3,3,3,3,3,3,3,3,1,17,12,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,100,13,403.6000061,7264.799805,2,1,2,0.600000024,0,19,19,0.600000024,1.5366,4036,0.600000024,1
1871,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,4,1,1,3,3,3,3,4,3,3,3,1,9,9,9,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,29,100,8,504.5,24216,1,2,2,0.625,0,13,10,0.566666663,1.6098,5045,0.566666663,2
1872,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,1,2,4,5,4,3,2,3,3,4,1,7,12,3,3,2,4,2,3,2,4,5,3,5,2,1,2,2,2,1,2,1,3,4,2,2,2,2,3,3,4,2,29,100,7,8738,1210.800049,1,2,1,0.699999988,1,3,9,0.533333361,13,3027,0.666666687,2
1873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,2,1,1,5,5,4,5,4,5,5,5,1,12,20,3,4,4,2,1,1,1,5,5,1,5,1,4,1,1,1,4,2,4,1,1,1,4,1,1,1,4,1,1,53,100,13,807.2000122,2018,2,2,2,0.949999988,4,10,9,0.433333337,16.9756,3027,0.699999988,1
1874,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,1,3,4,3,3,3,3,3,3,15,17,23,18,5,2,5,3,4,4,5,5,2,4,4,4,2,2,2,2,3,3,3,3,2,4,2,3,3,4,2,2,41,100,6,5045,12108,1,5,8,0.625,0,8,11,0.766666651,10.4878,5045,0.800000012,3
1875,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,1,3,3,3,3,3,3,3,3,1,7,15,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,48,100,10,1513.5,5045,1,1,1,0.600000024,0,17,19,0.600000024,1.561,3027,0.633333325,1
1876,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,17,23,9,3,3,4,3,4,3,3,3,2,4,3,3,2,1,2,4,2,4,2,2,2,4,2,2,2,4,3,2,56,100,30,5045,3027,1,6,7,0.800000012,0,12,5,0.666666687,6.4146,5045,0.600000024,2
1877,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,1,1,5,4,4,5,5,5,5,4,12,12,23,5,4,2,2,3,2,3,4,5,2,5,2,2,1,1,1,4,4,4,3,3,4,2,1,1,1,2,1,1,53,100,6,3884,4855,2,4,6,0.925000012,1,7,8,0.533333361,44.7805,1942,0.666666687,3
1878,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,3,4,4,4,4,4,14,18,23,7,3,3,3,3,3,3,4,4,3,4,3,3,2,1,2,4,2,3,2,2,2,3,2,2,2,3,2,2,38,100,15,6054,6054,3,6,7,0.774999976,0,11,5,0.600000024,6.9512,3531.5,0.699999988,4
1879,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,4,1,1,4,4,4,4,4,4,4,4,1,17,22,9,4,2,2,2,2,2,4,4,2,4,2,2,2,2,2,4,2,4,2,2,2,1,2,2,2,2,2,2,47,100,3,504.5,3027,3,2,2,0.800000012,1,17,13,0.466666669,15.0976,10090,0.600000024,5
1880,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,3,3,4,1,5,9,1,4,2,2,3,3,3,3,3,3,4,3,3,3,2,2,3,2,3,3,3,3,3,3,2,1,3,2,2,48,100,10,8738,15135,1,4,3,0.75,0,11,9,0.566666663,9.6585,4036,0.633333325,3
1881,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,11,15,1,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,49,100,13,1456.5,1942,1,1,1,0.800000012,0,19,15,0.400000006,6.4878,2913,0.600000024,3
1882,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,5,13,12,6,7,4,4,4,3,3,4,4,4,4,4,4,2,2,2,2,3,2,3,2,2,2,4,2,3,2,2,4,2,40,100,16,2018,34512.5,1,7,6,0.824999988,1,10,6,0.733333349,12.3902,15135,0.733333349,2
1883,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,2,2,4,4,4,5,5,5,5,5,3,7,17,5,4,4,1,4,2,2,4,4,5,5,5,5,1,2,5,4,2,4,2,2,5,2,3,4,1,1,4,1,46,100,8,1513.5,2018,1,1,4,0.925000012,1,10,3,0.566666663,12.9268,7567.5,0.933333337,2
1884,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,5,5,5,5,5,5,5,5,6,9,23,1,4,4,1,4,2,4,5,5,4,5,4,5,1,1,1,4,2,4,1,1,1,4,1,1,1,2,1,1,34,100,10,706.2999878,3531.5,1,5,4,1,1,8,8,0.633333325,15.3171,2018,0.933333337,2
1885,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,5,4,3,4,4,3,4,2,14,19,12,9,3,4,2,1,5,1,2,2,4,3,1,3,2,2,2,2,2,4,1,2,2,1,1,2,2,2,1,2,58,100,30,1009,9081,1,1,3,0.725000024,1,3,6,0.533333361,8.7805,5045,0.5,0
1886,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,5,3,5,5,4,4,4,3,3,4,7,5,23,1,4,3,4,3,4,4,4,4,2,4,3,4,2,2,2,4,2,4,3,2,2,4,2,2,3,4,2,1,23,100,5,8738,12108,2,7,4,0.800000012,0,7,6,0.733333349,11.3659,5045,0.699999988,0
1887,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,1,1,5,4,4,4,4,4,4,5,12,20,23,1,1,1,1,1,1,2,5,4,2,4,2,3,1,1,1,1,2,2,2,4,3,2,2,1,2,2,2,1,37,100,3,504.5,5045,1,1,4,0.850000024,0,11,9,0.233333334,2.3171,5045,0.666666687,3
1888,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,5,4,4,4,5,5,4,4,1,7,9,1,4,4,2,4,5,4,4,4,3,4,2,5,2,1,2,4,3,4,2,4,4,4,2,2,2,5,2,1,36,100,4,504.5,4036,1,3,4,0.875,2,6,4,0.766666651,19.7073,504.5,0.733333349,1
1889,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,2,4,4,4,4,4,3,4,7,22,22,1,4,4,5,2,4,4,4,4,2,4,2,4,2,2,2,4,2,4,2,2,1,4,2,2,2,4,3,2,44,100,6,504.5,2522.5,2,1,3,0.725000024,4,10,8,0.766666651,11.2683,2522.5,0.666666687,3
1890,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,4,4,4,3,4,3,4,1,12,23,1,4,4,2,2,4,4,4,4,2,4,3,4,2,2,2,4,2,4,2,3,3,4,2,2,2,4,2,2,48,100,20,504.5,605.4000244,1,3,1,0.75,0,8,8,0.666666687,14.3415,706.2999878,0.699999988,2
